Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,1283.5,1283.5,1270.5,1272.7750244140625,1070.357666015625,366830
2015-01-02,1275.5,1295.4749755859375,1275.300048828125,1289.7249755859375,1084.6119384765625,925740
2015-01-05,1290.5,1299.949951171875,1262.324951171875,1270.125,1068.12890625,1754242
2015-01-06,1264.550048828125,1264.550048828125,1220.0,1223.300048828125,1028.7508544921875,2423784
2015-01-07,1235.0,1239.574951171875,1203.7249755859375,1208.8499755859375,1016.598876953125,2636332
2015-01-08,1221.199951171875,1224.5,1210.2750244140625,1221.9000244140625,1027.573486328125,1565408
2015-01-09,1227.5,1259.949951171875,1225.0,1256.1500244140625,1056.376708984375,3197642
2015-01-12,1258.5,1264.0,1240.125,1254.8499755859375,1055.2833251953125,1596006
2015-01-13,1260.0,1265.199951171875,1240.050048828125,1248.949951171875,1050.321533203125,1468432
2015-01-14,1258.0,1265.9000244140625,1250.25,1260.9749755859375,1060.4345703125,1787096
2015-01-15,1266.5,1290.875,1261.625,1269.550048828125,1067.6458740234375,5009920
2015-01-16,1271.8499755859375,1272.5,1242.1500244140625,1266.074951171875,1064.7232666015625,5293830
2015-01-19,1268.0,1275.5,1251.5,1255.5,1055.8302001953125,1135074
2015-01-20,1260.0,1265.0,1241.625,1250.2249755859375,1051.39404296875,2058566
2015-01-21,1261.0,1261.0,1244.125,1256.9000244140625,1057.00732421875,2310480
2015-01-22,1258.25,1260.625,1247.75,1256.7750244140625,1056.9019775390625,2113214
2015-01-23,1257.0,1266.0250244140625,1248.050048828125,1251.800048828125,1052.7183837890625,3150380
2015-01-27,1256.175048828125,1257.5,1244.7750244140625,1251.0250244140625,1054.1722412109375,2738736
2015-01-28,1251.5,1272.449951171875,1251.449951171875,1269.800048828125,1069.9925537109375,3121980
2015-01-29,1269.0,1284.3499755859375,1256.449951171875,1272.324951171875,1072.120361328125,3734392
2015-01-30,1280.3499755859375,1287.5,1235.0,1241.0250244140625,1045.745849609375,5817402
2015-02-02,1241.0,1260.7249755859375,1231.0250244140625,1257.0999755859375,1059.29150390625,3181802
2015-02-03,1255.824951171875,1282.5,1253.550048828125,1279.125,1077.8504638671875,2345054
2015-02-04,1284.0,1285.8499755859375,1251.050048828125,1257.1500244140625,1059.3333740234375,2245418
2015-02-05,1260.0,1295.8499755859375,1259.5,1276.199951171875,1075.3857421875,4530168
2015-02-06,1276.5,1297.4000244140625,1275.425048828125,1287.875,1085.2236328125,2136416
2015-02-09,1280.75,1284.550048828125,1250.0,1256.449951171875,1058.7430419921875,2076432
2015-02-10,1255.0,1263.125,1216.5,1220.574951171875,1028.5135498046875,3799054
2015-02-11,1227.5250244140625,1243.625,1223.625,1229.949951171875,1036.4129638671875,2937522
2015-02-12,1239.9000244140625,1239.9000244140625,1223.5,1231.074951171875,1037.3612060546875,3107980
2015-02-13,1235.0,1273.875,1230.125,1269.375,1069.6343994140625,4158326
2015-02-16,1280.0,1297.5,1277.5,1292.4000244140625,1089.0367431640625,2364392
2015-02-18,1292.5250244140625,1321.5,1282.625,1317.824951171875,1110.4609375,2660014
2015-02-19,1318.0,1343.6500244140625,1317.5,1340.5250244140625,1129.5887451171875,2618002
2015-02-20,1349.4000244140625,1349.4000244140625,1321.125,1337.7750244140625,1127.271728515625,1801588
2015-02-23,1335.5,1361.0,1335.5,1348.324951171875,1136.16162109375,1614892
2015-02-24,1347.0,1365.0,1339.5,1352.375,1139.5740966796875,2199922
2015-02-25,1355.0,1361.0,1333.925048828125,1336.0999755859375,1125.860595703125,1767994
2015-02-26,1339.5,1346.375,1312.675048828125,1328.2249755859375,1119.22412109375,1991994
2015-02-27,1329.7249755859375,1337.875,1308.1500244140625,1331.175048828125,1121.7100830078125,2877376
2015-03-02,1339.8499755859375,1354.4749755859375,1326.2750244140625,1334.699951171875,1124.6806640625,2176038
2015-03-03,1341.0,1395.0,1338.074951171875,1388.0,1169.59375,3424308
2015-03-04,1394.0,1406.050048828125,1357.824951171875,1373.0,1156.953857421875,3862994
2015-03-05,1375.0,1385.3499755859375,1340.5250244140625,1348.2249755859375,1136.0771484375,2173514
2015-03-09,1320.0,1339.9000244140625,1305.0,1323.4000244140625,1115.1591796875,2883174
2015-03-10,1324.449951171875,1339.125,1297.625,1321.3499755859375,1113.43115234375,3037052
2015-03-11,1321.0,1329.9749755859375,1298.9000244140625,1303.2750244140625,1098.2001953125,2240200
2015-03-12,1311.949951171875,1312.449951171875,1295.050048828125,1309.5250244140625,1103.466552734375,1827636
2015-03-13,1319.0,1319.9749755859375,1287.5,1291.175048828125,1088.00439453125,1586838
2015-03-16,1292.5999755859375,1305.0,1276.0,1281.1500244140625,1079.5567626953125,1556296
2015-03-17,1291.25,1303.3499755859375,1278.875,1291.8499755859375,1088.5731201171875,1267318
2015-03-18,1295.4749755859375,1299.7249755859375,1275.8499755859375,1279.675048828125,1078.3138427734375,1255170
2015-03-19,1288.0,1302.925048828125,1284.050048828125,1298.125,1093.8607177734375,2448964
2015-03-20,1298.0,1309.0,1289.425048828125,1305.4749755859375,1100.05419921875,1963908
2015-03-23,1308.0,1315.5,1303.0,1308.574951171875,1102.6666259765625,1566608
2015-03-24,1315.0,1318.5,1291.050048828125,1295.6500244140625,1091.775146484375,2394878
2015-03-25,1295.699951171875,1307.0,1272.5999755859375,1286.875,1084.3812255859375,2224858
2015-03-26,1276.6500244140625,1293.3499755859375,1250.5,1256.550048828125,1058.82763671875,3091642
2015-03-27,1265.5,1285.949951171875,1252.050048828125,1257.4000244140625,1059.543701171875,2751776
2015-03-30,1262.5,1284.949951171875,1260.0,1282.074951171875,1080.3360595703125,1339006
2015-03-31,1284.7249755859375,1284.7249755859375,1260.5,1276.9749755859375,1076.03857421875,2427028
2015-04-01,1279.0,1281.800048828125,1261.125,1271.324951171875,1071.2777099609375,2075758
2015-04-06,1279.0,1281.449951171875,1250.050048828125,1273.6500244140625,1073.236572265625,1568542
2015-04-07,1281.2249755859375,1299.5,1272.0,1292.5,1089.120849609375,1886922
2015-04-08,1297.0,1328.25,1295.425048828125,1320.699951171875,1112.8836669921875,1652134
2015-04-09,1329.5,1343.7249755859375,1317.574951171875,1332.2750244140625,1122.636962890625,2544450
2015-04-10,1324.25,1335.4000244140625,1314.0,1326.875,1118.0863037109375,1815544
2015-04-13,1332.0,1332.5,1314.0,1327.75,1118.8240966796875,1308642
2015-04-15,1327.3499755859375,1356.949951171875,1304.699951171875,1313.875,1107.1324462890625,2913934
2015-04-16,1313.4749755859375,1313.5,1285.675048828125,1291.4000244140625,1088.19384765625,3217570
2015-04-17,1278.550048828125,1280.0,1235.0,1237.425048828125,1042.7122802734375,9668742
2015-04-20,1240.0250244140625,1241.949951171875,1212.425048828125,1214.4000244140625,1023.3101806640625,2890722
2015-04-21,1214.4000244140625,1226.0,1200.5,1213.5250244140625,1022.5728759765625,2546032
2015-04-22,1215.75,1236.5,1203.7750244140625,1222.550048828125,1030.1776123046875,4186812
2015-04-23,1236.0,1239.9000244140625,1215.8499755859375,1228.625,1035.296875,4342990
2015-04-24,1227.6500244140625,1257.0,1223.7750244140625,1246.5250244140625,1050.380126953125,3625158
2015-04-27,1249.75,1260.0,1243.0,1250.0999755859375,1053.392333984375,2733052
2015-04-28,1255.0,1255.0,1227.550048828125,1247.5,1051.20166015625,3088298
2015-04-29,1242.0,1247.5,1225.5250244140625,1243.6500244140625,1047.9576416015625,2019620
2015-04-30,1240.0,1245.0,1213.550048828125,1231.8499755859375,1038.0146484375,3738054
2015-05-04,1245.5,1252.4000244140625,1228.5999755859375,1240.7750244140625,1045.5350341796875,1890630
2015-05-05,1250.5,1268.2249755859375,1250.0,1258.925048828125,1060.8287353515625,3255070
2015-05-06,1257.5,1257.5,1227.9000244140625,1231.5250244140625,1037.739990234375,3394406
2015-05-07,1232.449951171875,1276.875,1226.8499755859375,1272.625,1072.3729248046875,3205028
2015-05-08,1280.0,1294.0,1258.1500244140625,1263.625,1064.789306640625,3003664
2015-05-11,1267.5,1281.5250244140625,1262.5,1278.0,1076.9024658203125,2573082
2015-05-12,1280.0,1282.5,1256.5,1261.449951171875,1062.9566650390625,2467386
2015-05-13,1273.5,1273.5,1240.2249755859375,1257.699951171875,1059.796875,1863774
2015-05-14,1260.0,1260.0,1242.5,1249.625,1052.9923095703125,1309050
2015-05-15,1257.5,1266.199951171875,1250.5,1255.574951171875,1058.0059814453125,1461454
2015-05-18,1257.050048828125,1262.625,1248.550048828125,1260.199951171875,1061.9033203125,4507752
2015-05-19,1259.699951171875,1265.0,1248.375,1256.3499755859375,1058.659423828125,1957722
2015-05-20,1260.0,1284.949951171875,1258.449951171875,1278.5250244140625,1077.3448486328125,1897814
2015-05-21,1278.5,1290.0,1274.074951171875,1277.75,1076.692138671875,1579578
2015-05-22,1275.0,1314.375,1269.625,1308.949951171875,1102.98193359375,2691632
2015-05-25,1310.0,1318.449951171875,1292.8499755859375,1300.5,1095.862060546875,982978
2015-05-26,1302.5,1311.625,1294.449951171875,1304.425048828125,1099.16943359375,1961740
2015-05-27,1304.0,1316.574951171875,1296.0,1307.625,1101.865966796875,1620690
2015-05-28,1301.949951171875,1311.5,1291.125,1304.75,1099.443115234375,2763608
2015-05-29,1308.5,1324.300048828125,1298.625,1305.1500244140625,1099.7801513671875,4423532
2015-06-01,1304.7249755859375,1323.550048828125,1304.175048828125,1308.875,1102.9190673828125,882264
2015-06-02,1308.0,1315.0,1295.25,1299.949951171875,1095.398193359375,3935820
2015-06-03,1302.0,1312.800048828125,1295.25,1305.449951171875,1100.0330810546875,1804684
2015-06-04,1308.550048828125,1311.4000244140625,1294.25,1302.824951171875,1097.8209228515625,4131468
2015-06-05,1296.0,1304.5,1285.0,1287.925048828125,1095.354736328125,2308534
2015-06-08,1295.0,1295.0,1280.824951171875,1288.7249755859375,1096.0352783203125,1570320
2015-06-09,1292.5,1295.0,1275.5,1280.824951171875,1089.316162109375,2578914
2015-06-10,1283.0,1305.0,1281.9000244140625,1300.375,1105.9432373046875,2763350
2015-06-11,1302.75,1306.5,1278.375,1285.6500244140625,1093.419921875,1847336
2015-06-12,1285.949951171875,1294.4749755859375,1238.4000244140625,1252.9000244140625,1065.566650390625,2571456
2015-06-15,1252.6500244140625,1260.2249755859375,1240.5,1252.4000244140625,1065.1416015625,2525176
2015-06-16,1250.0,1259.6500244140625,1247.2249755859375,1256.0,1068.203125,1267396
2015-06-17,1260.5,1264.574951171875,1250.9000244140625,1256.9000244140625,1068.9683837890625,1975720
2015-06-18,1257.5,1273.1500244140625,1254.0,1265.0250244140625,1075.8785400390625,2165046
2015-06-19,1267.5,1277.5,1263.550048828125,1274.7750244140625,1084.171142578125,1999610
2015-06-22,1273.5,1300.0,1273.5,1295.75,1102.0098876953125,1102002
2015-06-23,1300.0,1304.0,1283.5999755859375,1287.300048828125,1094.8232421875,898318
2015-06-24,1290.0,1293.949951171875,1279.425048828125,1285.1500244140625,1092.994873046875,1170246
2015-06-25,1281.0,1286.5,1272.074951171875,1275.0,1084.3623046875,1930992
2015-06-26,1275.0999755859375,1298.175048828125,1275.0999755859375,1296.4000244140625,1102.5625,1290102
2015-06-29,1286.0,1302.0,1271.699951171875,1296.449951171875,1102.605224609375,1372756
2015-06-30,1292.5,1294.375,1270.0,1275.4749755859375,1084.7662353515625,1549952
2015-07-01,1281.949951171875,1304.0,1278.375,1296.550048828125,1102.6900634765625,1279708
2015-07-02,1300.0,1301.4749755859375,1285.5250244140625,1288.875,1096.16259765625,1445880
2015-07-03,1286.5250244140625,1305.0,1285.0,1301.949951171875,1107.282470703125,963470
2015-07-06,1290.1500244140625,1322.5,1290.1500244140625,1316.6500244140625,1119.7847900390625,1182338
2015-07-07,1316.375,1323.449951171875,1301.5,1308.125,1112.5343017578125,1642836
2015-07-08,1298.9749755859375,1310.8499755859375,1290.25,1297.550048828125,1103.540283203125,2667850
